node_instance_id,capability,plugin_id,status,created_at,finished_at,error_kind,error_message,output_refs
issue-desc-write-001,audit.report.issue-desc-write,audit.report.issue-desc-write,succeeded,2026-09-12 11:33:51.850387+08:00,2026-09-12 11:33:51.963201+08:00,,,"{'issue-desc': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/issue-desc-write-001/output-issue-desc-d86cd007e3b98c1a.json', 'sha256': 'd86cd007e3b98c1a759f24d3dcba97aae2b9f5e04f6fae84ac675abee47d2d70', 'size_bytes': 3728}}"
remedy-dispatch-001,audit.remedy.remedy-dispatch,audit.remedy.remedy-dispatch,succeeded,2026-09-12 11:33:52.006829+08:00,2026-09-12 11:33:52.112820+08:00,,,"{'remedy-task': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/remedy-dispatch-001/output-remedy-task-25e15d9a2987aaa1.json', 'sha256': '25e15d9a2987aaa15e0e81cd7fb9a323794e522bd3f1ddf4c4f832f2718ca514', 'size_bytes': 1703}}"
remedy-plan-review-001,audit.remedy.remedy-plan-review,audit.remedy.remedy-plan-review,succeeded,2026-09-12 11:33:52.156629+08:00,2026-09-12 11:33:52.265232+08:00,,,"{'remedy-plan-approved': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/remedy-plan-review-001/output-remedy-plan-approved-15ac6ab30c033671.json', 'sha256': '15ac6ab30c033671eb9427c33725e0c1514ec0be6e8a97b7d0923a1e2e5ba7c2', 'size_bytes': 1892}}"
remedy-progress-track-001,audit.remedy.remedy-progress-track,audit.remedy.remedy-progress-track,succeeded,2026-09-12 11:33:52.306760+08:00,2026-09-12 11:33:52.415438+08:00,,,"{'remedy-progress': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/remedy-progress-track-001/output-remedy-progress-aa49215fe753e480.json', 'sha256': 'aa49215fe753e4808f338f82ff3bfa4c6b26ca31997a2d8738fb1f1bc7fdff03', 'size_bytes': 486}}"
remedy-overdue-alert-001,audit.remedy.remedy-overdue-alert,audit.remedy.remedy-overdue-alert,succeeded,2026-09-12 11:33:52.459923+08:00,2026-09-12 11:33:52.570603+08:00,,,"{'overdue-alert': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/remedy-overdue-alert-001/output-overdue-alert-8dad958720735a1c.json', 'sha256': '8dad958720735a1c1834eea8310c5632568844ef9bd83fb77667beb65530ab7c', 'size_bytes': 304}}"
viz-analysis-001,audit.foundation.viz-analysis,audit.foundation.viz-analysis,succeeded,2026-09-12 11:33:52.612715+08:00,2026-09-12 11:33:52.723877+08:00,,,"{'viz-output': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/viz-analysis-001/output-viz-output-c9dcb0db0bdecd46.json', 'sha256': 'c9dcb0db0bdecd46ea2ce146f87e2cee870f7ef3418e698ac517fffb6fb58862', 'size_bytes': 461}}"
voucher-drilldown-001,audit.field.voucher-drilldown,audit.field.voucher-drilldown,succeeded,2026-09-12 11:33:52.880787+08:00,2026-09-12 11:33:52.993514+08:00,,,"{'voucher-chain': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/voucher-drilldown-001/output-voucher-chain-eba51fdc5736936c.json', 'sha256': 'eba51fdc5736936cc1fc4dc3d6cfb0cd350914ffbe9cf1d46a519cc8c11635dc', 'size_bytes': 10998}}"
workflow-engine-001,audit.foundation.workflow-engine,audit.foundation.workflow-engine,succeeded,2026-09-12 11:33:53.038724+08:00,2026-09-12 11:33:53.150709+08:00,,,"{'workflow-state': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/workflow-engine-001/output-workflow-state-d010a13caebec7ce.json', 'sha256': 'd010a13caebec7ce0d4dec4376d1fa4587a9e3917a84a8d2eb8104345890bb5e', 'size_bytes': 238}}"
workpaper-borrow-approve-001,audit.evidence.workpaper-borrow-approve,audit.evidence.workpaper-borrow-approve,succeeded,2026-09-12 11:33:53.193950+08:00,2026-09-12 11:33:53.414226+08:00,,,"{'borrow-status': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/workpaper-borrow-approve-001/output-borrow-status-c249e28684c276e6.json', 'sha256': 'c249e28684c276e6951b9deeab92fa216de2e0326dd89429d81f62b0dd6c3a43', 'size_bytes': 518}}"
workpaper-build-001,audit.field.workpaper-build,audit.field.workpaper-build,succeeded,2026-09-12 11:33:53.459797+08:00,2026-09-12 11:33:53.577598+08:00,,,"{'workpaper-draft': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/workpaper-build-001/output-workpaper-draft-6faf6a6f6ac5b829.json', 'sha256': '6faf6a6f6ac5b8294f941fe18bcf987ce85ca148703aff247453a42ade9351b3', 'size_bytes': 8775}}"
evidence-index-link-001,audit.evidence.evidence-index-link,audit.evidence.evidence-index-link,succeeded,2026-09-12 11:33:53.620427+08:00,2026-09-12 11:33:53.731936+08:00,,,"{'evidence-index': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/evidence-index-link-001/output-evidence-index-4a4c4f9ccb66bb86.json', 'sha256': '4a4c4f9ccb66bb8683ecaa0a751d55624408113cb2c399812002e6b5eb5ca81d', 'size_bytes': 8138}}"
evidence-verify-001,audit.evidence.evidence-verify,audit.evidence.evidence-verify,succeeded,2026-09-12 11:33:53.773003+08:00,2026-09-12 11:33:53.885122+08:00,,,"{'evidence-verdict': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/evidence-verify-001/output-evidence-verdict-7052ead207c76540.json', 'sha256': '7052ead207c765407ae7fdb6b8083cd1dc4d5a03db7c89cf1826c5f27953374d', 'size_bytes': 624}}"
remedy-effect-verify-001,audit.remedy.remedy-effect-verify,audit.remedy.remedy-effect-verify,succeeded,2026-09-12 11:33:53.929840+08:00,2026-09-12 11:33:54.045320+08:00,,,"{'remedy-verdict': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/remedy-effect-verify-001/output-remedy-verdict-45dfc352ebb4ea54.json', 'sha256': '45dfc352ebb4ea5450e22b460914b5feb370fa4afcabb8e71d16bdb3ce6ecb18', 'size_bytes': 354}}"
remedy-close-001,audit.remedy.remedy-close,audit.remedy.remedy-close,succeeded,2026-09-12 11:33:54.087288+08:00,2026-09-12 11:33:54.197899+08:00,,,"{'remedy-ledger': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/remedy-close-001/output-remedy-ledger-b46e5f7ddc3d674f.json', 'sha256': 'b46e5f7ddc3d674f66e44c1e04a08463013a104bf8205b6a3c8b957aa1121ce7', 'size_bytes': 252}}"
effect-evaluate-001,audit.govern.effect-evaluate,audit.govern.effect-evaluate,succeeded,2026-09-12 11:33:54.241851+08:00,2026-09-12 11:33:54.355033+08:00,,,"{'effect-report': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/effect-evaluate-001/output-effect-report-aba12271a9a7ad01.json', 'sha256': 'aba12271a9a7ad01d6793457076681432a42e3fd4bf73464b0d12ab1d69f9823', 'size_bytes': 286}}"
remedy-publish-001,audit.remedy.remedy-publish,audit.remedy.remedy-publish,succeeded,2026-09-12 11:33:54.401181+08:00,2026-09-12 11:33:54.538379+08:00,,,"{'published-remedy': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/remedy-publish-001/output-published-remedy-3c5b826eb38b0199.json', 'sha256': '3c5b826eb38b0199d6d717805064c6ea3d229a62a514060bc3d10af74cbadd89', 'size_bytes': 331}}"
workpaper-reconcile-001,audit.evidence.workpaper-reconcile,audit.evidence.workpaper-reconcile,succeeded,2026-09-12 11:33:54.592040+08:00,2026-09-12 11:33:54.733744+08:00,,,"{'reconcile-report': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/workpaper-reconcile-001/output-reconcile-report-9502e3fca3613bbd.json', 'sha256': '9502e3fca3613bbdde3d7be9e1931840ea7a9529e59e7234aeadb71adec5e74c', 'size_bytes': 213}}"
workpaper-review3-001,audit.evidence.workpaper-review3,audit.evidence.workpaper-review3,succeeded,2026-09-12 11:33:54.788427+08:00,2026-09-12 11:33:54.906290+08:00,,,"{'review-status': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/workpaper-review3-001/output-review-status-c9b852ea134e298c.json', 'sha256': 'c9b852ea134e298c4acb309ec6f7eecfdf9cd244a4815b74b723690b57929ea2', 'size_bytes': 4075}}"
e-signature-001,audit.evidence.e-signature,audit.evidence.e-signature,succeeded,2026-09-12 11:33:54.961549+08:00,2026-09-12 11:33:55.078873+08:00,,,"{'signed-workpaper': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/e-signature-001/output-signed-workpaper-6a7b072f2d5bad1d.json', 'sha256': '6a7b072f2d5bad1d5acd37cbb1b859bd6a6dd4ab752f1ea5a9af0e612dd1068a', 'size_bytes': 3241}}"
workpaper-encrypt-store-001,audit.evidence.workpaper-encrypt-store,audit.evidence.workpaper-encrypt-store,succeeded,2026-09-12 11:33:55.122413+08:00,2026-09-12 11:33:55.235978+08:00,,,"{'encrypt-status': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/workpaper-encrypt-store-001/output-encrypt-status-ed1f6e7a6617b363.json', 'sha256': 'ed1f6e7a6617b363e168bc2c6bcce40d039f4ea0c38219984d5eba731630098c', 'size_bytes': 3738}}"
workpaper-template-update-001,audit.evidence.workpaper-template-update,audit.evidence.workpaper-template-update,succeeded,2026-09-12 11:33:55.283251+08:00,2026-09-12 11:33:55.410236+08:00,,,"{'template-update-set': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/workpaper-template-update-001/output-template-update-set-72e8196978588f60.json', 'sha256': '72e8196978588f609276ba1981583c9f0b8d28110f887cff966731b084cc9c6c', 'size_bytes': 4210}}"
workpaper-version-diff-001,audit.evidence.workpaper-version-diff,audit.evidence.workpaper-version-diff,succeeded,2026-09-12 11:33:55.459573+08:00,2026-09-12 11:33:55.579545+08:00,,,"{'version-diff-report': {'uri': 'file:///D:/pythonpro/audit_network/docs/%E5%85%A8%E6%B5%81%E7%A8%8B%E8%BF%90%E8%A1%8C%E6%97%A5%E5%BF%97-20260912/12-%E6%9C%AC%E6%AC%A1%E8%BF%90%E8%A1%8C%E4%BA%A7%E7%89%A9/chains/plan-ai-fund-fraud-100/workpaper-version-diff-001/output-version-diff-report-d63294efb2dd69a2.json', 'sha256': 'd63294efb2dd69a24f5872c2f495fcdbf793b9c3b6aa73cbdba920a351e063c9', 'size_bytes': 4300}}"
